単位[万kWh],,,,,,,,,,,,,,
DATE,TIME,東京エリア需要,供給力,,,,,,,,,,,
,,,原子力,火力,水力,地熱,バイオマス,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,連系線,合計
2020/10/29,23:00,2645,0,2195,136,0,38,0,0,20,0,0,256,2645
2020/10/30,0:00,2451,0,1981,133,0,35,0,0,19,0,0,283,2451
2020/10/30,1:00,2336,0,1900,132,0,36,0,0,19,0,0,249,2336
2020/10/30,2:00,2336,0,1930,132,0,35,0,0,19,0,0,220,2336
2020/10/30,3:00,2376,0,2007,129,0,38,0,0,19,0,0,183,2376
2020/10/30,4:00,2413,0,2055,136,0,38,0,0,19,0,0,165,2413
2020/10/30,5:00,2495,0,2157,143,0,38,0,0,17,0,0,140,2495
2020/10/30,6:00,2667,0,2282,145,0,38,18,0,18,0,0,166,2667
2020/10/30,7:00,2850,0,2203,145,0,37,146,0,18,0,0,301,2850
2020/10/30,8:00,3093,0,2104,134,0,37,347,0,17,0,0,454,3093
2020/10/30,9:00,3221,0,2107,135,0,37,503,0,18,0,0,421,3221
2020/10/30,10:00,3231,0,1980,135,0,36,620,0,18,0,0,442,3231
2020/10/30,11:00,3185,0,1925,136,0,35,647,0,18,0,0,424,3185
2020/10/30,12:00,3098,0,1860,130,0,35,661,0,17,0,0,395,3098
2020/10/30,13:00,3219,0,2063,133,0,36,552,0,16,0,0,419,3219
2020/10/30,14:00,3236,0,2284,134,0,36,379,0,16,0,3,384,3236
2020/10/30,15:00,3254,0,2521,136,0,36,181,0,15,0,43,322,3254
2020/10/30,16:00,3334,0,2649,157,0,37,25,0,15,0,170,281,3334
2020/10/30,17:00,3396,0,2698,158,0,36,0,0,17,0,228,259,3396
2020/10/30,18:00,3351,0,2674,169,0,37,0,0,20,0,191,260,3351
2020/10/30,19:00,3251,0,2686,147,0,37,0,0,21,0,72,288,3251
2020/10/30,20:00,3143,0,2607,141,0,37,0,0,23,0,32,303,3143
2020/10/30,21:00,3013,0,2473,138,0,37,0,0,23,0,0,342,3013
2020/10/30,22:00,2890,0,2435,132,0,37,0,0,23,0,0,263,2890
2020/10/30,23:00,2736,0,2244,131,0,37,0,0,24,0,0,300,2736
2020/10/31,0:00,2532,0,2102,126,0,37,0,0,22,0,0,245,2532
2020/10/31,1:00,2398,0,2009,124,0,37,0,0,22,0,0,206,2398
2020/10/31,2:00,2387,0,2033,123,0,37,0,0,20,0,0,174,2387
2020/10/31,3:00,2413,0,2101,120,0,37,0,0,21,0,0,134,2413
2020/10/31,4:00,2451,0,2148,123,0,37,0,0,18,0,0,125,2451
2020/10/31,5:00,2499,0,2189,121,0,37,0,0,16,0,0,136,2499
2020/10/31,6:00,2571,0,2164,124,0,37,32,0,18,0,5,191,2571
2020/10/31,7:00,2593,0,1757,128,0,35,250,0,16,0,0,407,2593
2020/10/31,8:00,2675,0,1561,126,0,34,547,0,14,0,-45,438,2675
2020/10/31,9:00,2758,0,1533,122,0,34,789,0,12,0,-156,424,2758
2020/10/31,10:00,2756,0,1487,132,0,34,930,0,10,0,-262,425,2756
2020/10/31,11:00,2745,0,1483,128,0,34,976,0,10,0,-307,421,2745
2020/10/31,12:00,2705,0,1502,126,0,34,933,0,9,0,-321,422,2705
2020/10/31,13:00,2703,0,1499,130,0,34,797,0,8,0,-209,444,2703
2020/10/31,14:00,2707,0,1566,129,0,37,567,0,7,0,-34,435,2707
2020/10/31,15:00,2742,0,1932,128,0,37,277,0,7,0,0,361,2742
2020/10/31,16:00,2857,0,2279,154,0,37,42,0,7,0,20,318,2857
2020/10/31,17:00,3033,0,2468,155,0,37,0,0,7,0,148,218,3033
2020/10/31,18:00,3051,0,2468,153,0,37,0,0,6,0,163,224,3051
2020/10/31,19:00,3002,0,2489,143,0,37,0,0,7,0,93,233,3002
2020/10/31,20:00,2922,0,2451,134,0,37,0,0,8,0,40,252,2922
2020/10/31,21:00,2797,0,2307,128,0,37,0,0,8,0,24,293,2797
2020/10/31,22:00,2663,0,2194,125,0,37,0,0,7,0,1,299,2663
2020/10/31,23:00,2541,0,2069,122,0,37,0,0,7,0,0,306,2541
2020/11/1,0:00,2360,0,1947,122,0,37,0,0,6,0,0,248,2360
2020/11/1,1:00,2262,0,1831,124,0,35,0,0,5,0,0,267,2262
2020/11/1,2:00,2258,0,1880,123,0,37,0,0,6,0,0,212,2258
2020/11/1,3:00,2295,0,2019,120,0,37,0,0,6,0,0,113,2295
2020/11/1,4:00,2316,0,2047,124,0,37,0,0,7,0,0,101,2316
2020/11/1,5:00,2350,0,2046,122,0,37,0,0,6,0,0,139,2350
2020/11/1,6:00,2389,0,1998,127,0,37,26,0,7,0,0,194,2389
2020/11/1,7:00,2433,0,1681,133,0,36,213,0,7,0,-2,365,2433
2020/11/1,8:00,2547,0,1598,128,0,36,476,0,6,0,-153,456,2547
2020/11/1,9:00,2643,0,1654,130,0,35,635,0,5,0,-251,435,2643
2020/11/1,10:00,2605,0,1560,129,0,35,780,0,5,0,-345,441,2605
2020/11/1,11:00,2652,0,1582,124,0,35,900,0,7,0,-459,463,2652
2020/11/1,12:00,2652,0,1610,124,0,35,846,0,6,0,-435,466,2652
2020/11/1,13:00,2697,0,1740,125,0,36,697,0,5,0,-321,415,2697
2020/11/1,14:00,2674,0,1850,124,0,35,332,0,4,0,-55,384,2674
2020/11/1,15:00,2615,0,2020,124,0,36,69,0,3,0,11,352,2615
2020/11/1,16:00,2772,0,2183,151,0,37,8,0,4,0,2,387,2772
2020/11/1,17:00,2970,0,2394,151,0,37,0,0,6,0,87,295,2970
2020/11/1,18:00,3005,0,2492,146,0,37,0,0,6,0,74,250,3005
2020/11/1,19:00,2954,0,2474,139,0,37,0,0,7,0,19,278,2954
2020/11/1,20:00,2869,0,2415,137,0,37,0,0,8,0,0,272,2869
2020/11/1,21:00,2725,0,2189,134,0,37,0,0,9,0,0,356,2725
2020/11/1,22:00,2569,0,1995,130,0,37,0,0,9,0,0,398,2569
2020/11/1,23:00,2440,0,1913,128,0,37,0,0,10,0,0,352,2440
2020/11/2,0:00,2271,0,1815,120,0,35,0,0,10,0,-2,293,2271
2020/11/2,1:00,2178,0,1755,118,0,35,0,0,10,0,-32,292,2178
2020/11/2,2:00,2192,0,1783,119,0,36,0,0,10,0,-32,276,2192
2020/11/2,3:00,2239,0,1880,115,0,36,0,0,12,0,-2,198,2239
2020/11/2,4:00,2289,0,1949,125,0,35,0,0,12,0,0,168,2289
2020/11/2,5:00,2401,0,2041,122,0,36,0,0,11,0,0,191,2401
2020/11/2,6:00,2580,0,2186,120,0,37,19,0,11,0,0,207,2580
2020/11/2,7:00,2783,0,2179,125,0,37,164,0,12,0,0,266,2783
2020/11/2,8:00,3055,0,2247,127,0,37,299,0,11,0,0,334,3055
2020/11/2,9:00,3221,0,2400,128,0,37,288,0,11,0,0,357,3221
2020/11/2,10:00,3195,0,2267,129,0,37,340,0,12,0,0,410,3195
2020/11/2,11:00,3269,0,2383,125,0,37,354,0,12,0,0,358,3269
2020/11/2,12:00,3204,0,2366,129,0,37,217,0,13,0,0,442,3204
2020/11/2,13:00,3299,0,2577,129,0,37,105,0,13,0,28,410,3299
2020/11/2,14:00,3287,0,2593,129,0,37,70,0,11,0,75,372,3287
2020/11/2,15:00,3326,0,2676,132,0,37,48,0,10,0,134,289,3326
2020/11/2,16:00,3441,0,2755,157,0,37,4,0,11,0,242,235,3441
2020/11/2,17:00,3458,0,2772,161,0,37,0,0,11,0,256,221,3458
2020/11/2,18:00,3380,0,2747,157,0,37,0,0,10,0,191,238,3380
2020/11/2,19:00,3253,0,2684,151,0,37,0,0,9,0,62,310,3253
2020/11/2,20:00,3110,0,2615,138,0,37,0,0,9,0,0,311,3110
2020/11/2,21:00,2953,0,2432,134,0,37,0,0,10,0,0,340,2953
2020/11/2,22:00,2824,0,2342,132,0,37,0,0,12,0,0,301,2824
2020/11/2,23:00,2681,0,2158,131,0,37,0,0,11,0,0,344,2681
2020/11/3,0:00,2498,0,2123,130,0,37,0,0,11,0,-30,227,2498
2020/11/3,1:00,2376,0,2077,131,0,37,0,0,11,0,-103,223,2376
2020/11/3,2:00,2365,0,2099,131,0,37,0,0,12,0,-93,179,2365
2020/11/3,3:00,2386,0,2117,128,0,36,0,0,14,0,-10,101,2386
2020/11/3,4:00,2402,0,2155,131,0,35,0,0,15,0,0,66,2402
2020/11/3,5:00,2428,0,2166,130,0,35,0,0,15,0,0,82,2428
2020/11/3,6:00,2504,0,2203,134,0,35,10,0,15,0,0,107,2504
2020/11/3,7:00,2668,0,2175,140,0,34,90,0,17,0,0,212,2668
2020/11/3,8:00,2881,0,2175,135,0,34,164,0,16,0,0,357,2881
2020/11/3,9:00,2970,0,2049,137,0,34,266,0,18,0,0,466,2970
2020/11/3,10:00,2992,0,1937,137,0,34,389,0,18,0,-1,478,2992
2020/11/3,11:00,2955,0,2047,132,0,33,373,0,17,0,-72,425,2955
2020/11/3,12:00,2902,0,1992,132,0,31,417,0,17,0,-128,441,2902
2020/11/3,13:00,2967,0,2095,130,0,31,404,0,15,0,-128,420,2967
2020/11/3,14:00,2979,0,2260,131,0,33,263,0,12,0,-66,346,2979
2020/11/3,15:00,3008,0,2500,131,0,34,112,0,9,0,-81,303,3008
2020/11/3,16:00,3139,0,2636,156,0,34,14,0,11,0,38,250,3139
2020/11/3,17:00,3267,0,2741,155,0,34,0,0,14,0,109,214,3267
2020/11/3,18:00,3253,0,2726,145,0,34,0,0,15,0,106,227,3253
2020/11/3,19:00,3160,0,2677,135,0,34,0,0,16,0,41,257,3160
2020/11/3,20:00,3054,0,2613,134,0,34,0,0,18,0,1,254,3054
2020/11/3,21:00,2921,0,2436,132,0,34,0,0,21,0,0,298,2921
2020/11/3,22:00,2777,0,2279,125,0,34,0,0,23,0,0,316,2777
2020/11/3,23:00,2629,0,2197,122,0,34,0,0,25,0,-38,289,2629
2020/11/4,0:00,2449,0,2164,127,0,32,0,0,24,0,-193,295,2449
2020/11/4,1:00,2345,0,2123,127,0,32,0,0,23,0,-244,284,2345
2020/11/4,2:00,2360,0,2143,126,0,32,0,0,25,0,-240,274,2360
2020/11/4,3:00,2395,0,2182,119,0,34,0,0,26,0,-172,206,2395
2020/11/4,4:00,2450,0,2206,126,0,34,0,0,21,0,-95,158,2450
2020/11/4,5:00,2562,0,2226,125,0,34,0,0,17,0,-4,164,2562
2020/11/4,6:00,2773,0,2385,124,0,34,24,0,16,0,0,190,2773
2020/11/4,7:00,2888,0,2205,117,0,34,229,0,14,0,0,289,2888
2020/11/4,8:00,3074,0,1917,129,0,35,519,0,12,0,0,462,3074
2020/11/4,9:00,3235,0,1865,126,0,33,765,0,12,0,0,434,3235
2020/11/4,10:00,3260,0,1807,126,0,33,901,0,13,0,0,380,3260
2020/11/4,11:00,3257,0,1798,122,0,33,927,0,14,0,0,363,3257
2020/11/4,12:00,3142,0,1715,119,0,33,889,0,13,0,0,373,3142
2020/11/4,13:00,3244,0,1914,120,0,33,733,0,12,0,0,432,3244
2020/11/4,14:00,3269,0,2169,122,0,35,518,0,11,0,0,414,3269
2020/11/4,15:00,3317,0,2563,126,0,35,244,0,12,0,4,333,3317
2020/11/4,16:00,3420,0,2848,150,0,34,32,0,12,0,90,254,3420
2020/11/4,17:00,3508,0,2896,150,0,35,0,0,12,0,146,269,3508
2020/11/4,18:00,3464,0,2822,149,0,35,0,0,13,0,155,290,3464
2020/11/4,19:00,3364,0,2782,136,0,35,0,0,13,0,88,310,3364
2020/11/4,20:00,3242,0,2722,135,0,35,0,0,13,0,1,336,3242
2020/11/4,21:00,3082,0,2523,131,0,35,0,0,13,0,0,380,3082
2020/11/4,22:00,2924,0,2437,124,0,35,0,0,12,0,0,316,2924
2020/11/4,23:00,2764,0,2254,122,0,35,0,0,12,0,0,341,2764
2020/11/5,0:00,2543,0,2067,121,0,32,0,0,13,0,0,310,2543
2020/11/5,1:00,2431,0,1967,120,0,32,0,0,13,0,0,299,2431
2020/11/5,2:00,2427,0,1994,117,0,32,0,0,14,0,0,270,2427
2020/11/5,3:00,2472,0,2051,114,0,34,0,0,14,0,0,259,2472
2020/11/5,4:00,2527,0,2131,118,0,34,0,0,14,0,0,230,2527
2020/11/5,5:00,2653,0,2252,114,0,34,0,0,14,0,0,239,2653
2020/11/5,6:00,2888,0,2444,106,0,34,21,0,13,0,24,246,2888
2020/11/5,7:00,3021,0,2317,109,0,34,215,0,13,0,5,328,3021
2020/11/5,8:00,3191,0,2063,116,0,34,507,0,12,0,0,459,3191
2020/11/5,9:00,3326,0,1956,113,0,33,751,0,12,0,0,461,3326
2020/11/5,10:00,3312,0,1782,110,0,32,900,0,12,0,0,476,3312
2020/11/5,11:00,3300,0,1758,111,0,32,948,0,12,0,0,439,3300
2020/11/5,12:00,3165,0,1659,109,0,32,909,0,12,0,0,444,3165
2020/11/5,13:00,3268,0,1912,113,0,32,771,0,11,0,0,429,3268
2020/11/5,14:00,3292,0,2194,113,0,34,542,0,11,0,0,398,3292
2020/11/5,15:00,3328,0,2567,116,0,34,254,0,10,0,28,319,3328
2020/11/5,16:00,3424,0,2793,140,0,34,33,0,10,0,166,248,3424
2020/11/5,17:00,3516,0,2840,143,0,34,0,0,11,0,271,217,3516
2020/11/5,18:00,3487,0,2783,126,0,34,0,0,10,0,279,255,3487
2020/11/5,19:00,3386,0,2789,122,0,34,0,0,11,0,124,306,3386
2020/11/5,20:00,3258,0,2756,115,0,34,0,0,10,0,19,324,3258
2020/11/5,21:00,3103,0,2589,110,0,34,0,0,11,0,0,359,3103
2020/11/5,22:00,2939,0,2458,94,0,34,0,0,11,0,0,342,2939
2020/11/5,23:00,2773,0,2307,95,0,34,0,0,8,0,0,329,2773
2020/11/6,0:00,2565,0,2180,92,0,32,0,0,7,0,-39,293,2565
2020/11/6,1:00,2451,0,2138,91,0,32,0,0,8,0,-129,311,2451
2020/11/6,2:00,2445,0,2158,94,0,32,0,0,7,0,-129,283,2445
2020/11/6,3:00,2482,0,2213,90,0,33,0,0,7,0,-110,249,2482
2020/11/6,4:00,2518,0,2202,97,0,32,0,0,6,0,-10,191,2518
2020/11/6,5:00,2627,0,2307,102,0,34,0,0,5,0,0,179,2627
2020/11/6,6:00,2860,0,2515,98,0,34,13,0,5,0,1,194,2860
2020/11/6,7:00,3036,0,2457,101,0,34,141,0,4,0,5,294,3036
2020/11/6,8:00,3334,0,2537,117,0,34,235,0,3,0,17,391,3334
2020/11/6,9:00,3484,0,2654,119,0,33,159,0,3,0,138,378,3484
2020/11/6,10:00,3487,0,2652,125,0,32,160,0,4,0,112,402,3487
2020/11/6,11:00,3426,0,2584,122,0,32,232,0,5,0,20,431,3426
2020/11/6,12:00,3307,0,2442,119,0,32,257,0,5,0,0,452,3307
2020/11/6,13:00,3395,0,2623,121,0,33,178,0,4,0,4,432,3395
2020/11/6,14:00,3402,0,2750,122,0,33,104,0,4,0,14,375,3402
2020/11/6,15:00,3417,0,2796,124,0,33,64,0,4,0,126,270,3417
2020/11/6,16:00,3532,0,2913,142,0,34,10,0,5,0,237,191,3532
2020/11/6,17:00,3612,0,2973,141,0,34,0,0,7,0,293,164,3612
2020/11/6,18:00,3553,0,2913,133,0,34,0,0,7,0,241,225,3553
2020/11/6,19:00,3436,0,2899,127,0,34,0,0,7,0,108,261,3436
2020/11/6,20:00,3297,0,2786,121,0,34,0,0,7,0,18,331,3297
2020/11/6,21:00,3126,0,2563,120,0,34,0,0,7,0,0,402,3126
2020/11/6,22:00,2985,0,2484,119,0,34,0,0,8,0,0,340,2985
2020/11/6,23:00,2812,0,2428,116,0,34,0,0,9,0,-91,316,2812
2020/11/7,0:00,2595,0,2321,118,0,34,0,0,7,0,-226,341,2595
2020/11/7,1:00,2459,0,2185,117,0,34,0,0,7,0,-223,339,2459
2020/11/7,2:00,2442,0,2133,118,0,34,0,0,8,0,-173,322,2442
2020/11/7,3:00,2458,0,2093,115,0,34,0,0,8,0,-86,294,2458
2020/11/7,4:00,2468,0,2046,116,0,34,0,0,9,0,-12,275,2468
2020/11/7,5:00,2499,0,2075,125,0,34,0,0,10,0,0,255,2499
2020/11/7,6:00,2594,0,2109,131,0,34,12,0,11,0,0,297,2594
2020/11/7,7:00,2749,0,2059,128,0,34,117,0,12,0,0,399,2749
2020/11/7,8:00,2930,0,2011,125,0,34,319,0,11,0,0,430,2930
2020/11/7,9:00,3007,0,1837,123,0,34,552,0,10,0,0,451,3007
2020/11/7,10:00,3041,0,1774,119,0,34,656,0,10,0,0,448,3041
2020/11/7,11:00,3008,0,1818,117,0,34,543,0,9,0,0,487,3008
2020/11/7,12:00,2930,0,1889,114,0,34,383,0,8,0,0,502,2930
2020/11/7,13:00,2919,0,1965,115,0,34,311,0,6,0,0,488,2919
2020/11/7,14:00,2917,0,2073,115,0,34,193,0,5,0,0,497,2917
2020/11/7,15:00,2929,0,2223,116,0,34,114,0,5,0,2,435,2929
2020/11/7,16:00,3031,0,2407,126,0,34,16,0,5,0,61,382,3031
2020/11/7,17:00,3160,0,2503,136,0,34,0,0,6,0,136,345,3160
2020/11/7,18:00,3155,0,2517,141,0,34,0,0,6,0,115,342,3155
2020/11/7,19:00,3075,0,2476,131,0,34,0,0,7,0,55,372,3075
2020/11/7,20:00,2964,0,2426,125,0,34,0,0,9,0,2,368,2964
2020/11/7,21:00,2806,0,2258,123,0,34,0,0,12,0,0,379,2806
2020/11/7,22:00,2654,0,2122,122,0,35,0,0,14,0,0,361,2654
2020/11/7,23:00,2530,0,2054,115,0,35,0,0,15,0,0,311,2530
2020/11/8,0:00,2359,0,1990,116,0,34,0,0,19,0,-85,285,2359
2020/11/8,1:00,2254,0,1918,120,0,34,0,0,20,0,-166,328,2254
2020/11/8,2:00,2250,0,1891,120,0,34,0,0,19,0,-97,283,2250
2020/11/8,3:00,2270,0,1878,118,0,34,0,0,22,0,-12,230,2270
2020/11/8,4:00,2286,0,1901,118,0,34,0,0,22,0,0,211,2286
2020/11/8,5:00,2283,0,1884,120,0,34,0,0,22,0,0,223,2283
2020/11/8,6:00,2307,0,1908,121,0,34,12,0,19,0,0,213,2307
2020/11/8,7:00,2406,0,1770,123,0,33,121,0,20,0,-22,361,2406
2020/11/8,8:00,2528,0,1832,127,0,32,297,0,20,0,-191,411,2528
2020/11/8,9:00,2597,0,1795,132,0,32,424,0,18,0,-285,481,2597
2020/11/8,10:00,2588,0,1732,130,0,32,552,0,18,0,-377,501,2588
2020/11/8,11:00,2592,0,1636,125,0,32,684,0,18,0,-418,515,2592
2020/11/8,12:00,2668,0,1815,119,0,32,685,0,19,0,-396,394,2668
2020/11/8,13:00,2665,0,1815,120,0,32,434,0,20,0,-205,449,2665
2020/11/8,14:00,2590,0,1793,120,0,32,217,0,19,0,0,409,2590
2020/11/8,15:00,2664,0,2078,119,0,34,117,0,19,0,0,297,2664
2020/11/8,16:00,2799,0,2233,137,0,35,16,0,20,0,10,348,2799
2020/11/8,17:00,2982,0,2436,136,0,35,0,0,24,0,42,309,2982
2020/11/8,18:00,3007,0,2470,136,0,35,0,0,22,0,52,292,3007
2020/11/8,19:00,2951,0,2431,128,0,35,0,0,23,0,16,318,2951
2020/11/8,20:00,2855,0,2327,129,0,35,0,0,23,0,0,341,2855
2020/11/8,21:00,2704,0,2195,134,0,35,0,0,22,0,0,318,2704
2020/11/8,22:00,2558,0,2059,131,0,35,0,0,22,0,0,311,2558
2020/11/8,23:00,2441,0,1987,118,0,35,0,0,22,0,-77,356,2441
2020/11/9,0:00,2288,0,1918,116,0,33,0,0,24,0,-208,405,2288
2020/11/9,1:00,2193,0,1858,116,0,32,0,0,24,0,-273,436,2193
2020/11/9,2:00,2206,0,1884,116,0,32,0,0,25,0,-256,405,2206
2020/11/9,3:00,2251,0,1878,114,0,32,0,0,25,0,-110,312,2251
2020/11/9,4:00,2313,0,1980,113,0,32,0,0,25,0,-2,165,2313
2020/11/9,5:00,2451,0,2122,115,0,32,0,0,26,0,0,156,2451
2020/11/9,6:00,2697,0,2324,120,0,35,13,0,25,0,0,180,2697
2020/11/9,7:00,2876,0,2252,123,0,33,171,0,24,0,0,273,2876
2020/11/9,8:00,3089,0,2147,128,0,33,434,0,23,0,0,324,3089
2020/11/9,9:00,3277,0,2149,125,0,33,658,0,22,0,0,290,3277
2020/11/9,10:00,3282,0,2054,118,0,33,740,0,20,0,0,317,3282
2020/11/9,11:00,3282,0,2047,119,0,33,763,0,20,0,0,300,3282
2020/11/9,12:00,3170,0,1920,118,0,33,717,0,19,0,0,363,3170
2020/11/9,13:00,3286,0,2169,115,0,34,591,0,19,0,18,340,3286
2020/11/9,14:00,3327,0,2410,119,0,35,403,0,17,0,44,299,3327
2020/11/9,15:00,3376,0,2706,126,0,35,186,0,16,0,52,255,3376
2020/11/9,16:00,3490,0,2845,139,0,35,23,0,15,0,175,258,3490
2020/11/9,17:00,3567,0,2905,141,0,35,0,0,16,0,207,263,3567
2020/11/9,18:00,3519,0,2895,135,0,35,0,0,14,0,167,273,3519
2020/11/9,19:00,3410,0,2855,131,0,35,0,0,13,0,70,306,3410
2020/11/9,20:00,3280,0,2806,122,0,35,0,0,12,0,14,291,3280
2020/11/9,21:00,3128,0,2645,121,0,35,0,0,11,0,0,316,3128
2020/11/9,22:00,2975,0,2525,117,0,35,0,0,10,0,0,288,2975
2020/11/9,23:00,2791,0,2386,113,0,35,0,0,11,0,0,246,2791
2020/11/10,0:00,2579,0,2215,109,0,35,0,0,12,0,-34,242,2579
2020/11/10,1:00,2467,0,2158,108,0,35,0,0,13,0,-101,254,2467
2020/11/10,2:00,2459,0,2163,107,0,35,0,0,12,0,-72,214,2459
2020/11/10,3:00,2497,0,2189,107,0,35,0,0,13,0,0,153,2497
2020/11/10,4:00,2557,0,2269,110,0,35,0,0,13,0,0,130,2557
2020/11/10,5:00,2692,0,2375,107,0,35,0,0,12,0,0,163,2692
2020/11/10,6:00,2951,0,2619,108,0,35,13,0,11,0,15,150,2951
2020/11/10,7:00,3093,0,2499,116,0,35,179,0,10,0,2,252,3093
2020/11/10,8:00,3276,0,2341,126,0,35,465,0,8,0,0,301,3276
2020/11/10,9:00,3396,0,2179,126,0,34,718,0,8,0,4,327,3396
2020/11/10,10:00,3387,0,1990,118,0,34,883,0,9,0,5,348,3387
2020/11/10,11:00,3377,0,1926,117,0,34,916,0,12,0,7,365,3377
2020/11/10,12:00,3254,0,1830,117,0,34,856,0,13,0,-16,420,3254
2020/11/10,13:00,3375,0,2131,116,0,34,695,0,14,0,7,378,3375
2020/11/10,14:00,3400,0,2422,117,0,35,466,0,13,0,12,335,3400
2020/11/10,15:00,3461,0,2802,117,0,35,203,0,12,0,13,279,3461
2020/11/10,16:00,3595,0,3024,132,0,35,22,0,13,0,167,202,3595
2020/11/10,17:00,3683,0,3072,146,0,35,0,0,15,0,214,201,3683
2020/11/10,18:00,3641,0,3056,143,0,35,0,0,14,0,153,240,3641
2020/11/10,19:00,3534,0,2996,132,0,35,0,0,15,0,54,302,3534
2020/11/10,20:00,3401,0,2894,131,0,35,0,0,13,0,6,322,3401
2020/11/10,21:00,3231,0,2696,128,0,35,0,0,12,0,0,360,3231
2020/11/10,22:00,3063,0,2567,131,0,35,0,0,14,0,0,316,3063
2020/11/10,23:00,2868,0,2376,127,0,35,0,0,16,0,0,314,2868
2020/11/11,0:00,2647,0,2204,120,0,35,0,0,16,0,-15,287,2647
2020/11/11,1:00,2539,0,2141,119,0,34,0,0,16,0,-86,315,2539
2020/11/11,2:00,2528,0,2144,116,0,35,0,0,17,0,-104,320,2528
2020/11/11,3:00,2558,0,2154,123,0,35,0,0,17,0,-58,287,2558
2020/11/11,4:00,2607,0,2202,128,0,35,0,0,18,0,-3,227,2607
2020/11/11,5:00,2745,0,2353,126,0,35,0,0,20,0,0,211,2745
2020/11/11,6:00,3016,0,2619,128,0,35,14,0,18,0,6,196,3016
2020/11/11,7:00,3186,0,2526,133,0,35,186,0,14,0,2,290,3186
2020/11/11,8:00,3359,0,2411,132,0,35,457,0,13,0,0,311,3359
2020/11/11,9:00,3487,0,2317,127,0,34,701,0,12,0,0,296,3487
2020/11/11,10:00,3482,0,2148,118,0,33,854,0,10,0,0,319,3482
2020/11/11,11:00,3468,0,2131,119,0,33,893,0,10,0,0,282,3468
2020/11/11,12:00,3340,0,2043,117,0,33,834,0,10,0,1,302,3340
2020/11/11,13:00,3433,0,2280,118,0,33,690,0,11,0,4,297,3433
2020/11/11,14:00,3446,0,2484,129,0,34,486,0,11,0,0,302,3446
2020/11/11,15:00,3493,0,2814,143,0,34,220,0,11,0,16,255,3493
2020/11/11,16:00,3635,0,3023,158,0,34,24,0,12,0,190,194,3635
2020/11/11,17:00,3739,0,3063,161,0,34,0,0,12,0,244,225,3739
2020/11/11,18:00,3698,0,3064,155,0,34,0,0,13,0,194,238,3698
2020/11/11,19:00,3601,0,3025,145,0,34,0,0,13,0,135,249,3601
2020/11/11,20:00,3473,0,2955,144,0,34,0,0,11,0,58,271,3473
2020/11/11,21:00,3307,0,2802,141,0,34,0,0,11,0,7,312,3307
2020/11/11,22:00,3124,0,2685,121,0,34,0,0,10,0,0,274,3124
2020/11/11,23:00,2919,0,2511,120,0,34,0,0,10,0,0,244,2919
2020/11/12,0:00,2687,0,2355,116,0,35,0,0,8,0,-78,251,2687
2020/11/12,1:00,2566,0,2305,114,0,35,0,0,7,0,-176,281,2566
2020/11/12,2:00,2554,0,2308,112,0,35,0,0,6,0,-164,257,2554
2020/11/12,3:00,2583,0,2314,111,0,35,0,0,6,0,-93,210,2583
2020/11/12,4:00,2625,0,2329,122,0,35,0,0,6,0,-9,142,2625
2020/11/12,5:00,2784,0,2495,119,0,35,0,0,7,0,2,126,2784
2020/11/12,6:00,3113,0,2792,126,0,35,11,0,7,0,24,118,3113
2020/11/12,7:00,3384,0,2776,132,0,34,142,0,6,0,20,274,3384
2020/11/12,8:00,3650,0,2805,131,0,35,318,0,6,0,0,355,3650
2020/11/12,9:00,3791,0,2729,127,0,34,503,0,6,0,0,392,3791
2020/11/12,10:00,3750,0,2520,116,0,34,664,0,6,0,0,410,3750
2020/11/12,11:00,3716,0,2426,116,0,33,718,0,6,0,0,417,3716
2020/11/12,12:00,3572,0,2383,115,0,33,634,0,6,0,0,401,3572
2020/11/12,13:00,3656,0,2604,116,0,34,519,0,6,0,0,377,3656
2020/11/12,14:00,3689,0,2825,118,0,34,353,0,6,0,13,340,3689
2020/11/12,15:00,3709,0,3023,123,0,34,153,0,6,0,110,260,3709
2020/11/12,16:00,3859,0,3145,195,0,34,16,0,7,0,266,196,3859
2020/11/12,17:00,3943,0,3159,201,0,34,0,0,8,0,305,236,3943
2020/11/12,18:00,3880,0,3154,199,0,34,0,0,7,0,256,230,3880
2020/11/12,19:00,3742,0,3141,141,0,34,0,0,7,0,182,237,3742
2020/11/12,20:00,3575,0,3052,141,0,34,0,0,7,0,65,276,3575
2020/11/12,21:00,3367,0,2886,135,0,34,0,0,8,0,1,303,3367
2020/11/12,22:00,3158,0,2717,132,0,35,0,0,8,0,0,266,3158
2020/11/12,23:00,2927,0,2471,132,0,35,0,0,8,0,0,281,2927
2020/11/13,0:00,2675,0,2290,117,0,35,0,0,8,0,0,225,2675
2020/11/13,1:00,2552,0,2219,114,0,35,0,0,8,0,-48,224,2552
2020/11/13,2:00,2526,0,2266,114,0,35,0,0,8,0,-107,210,2526
2020/11/13,3:00,2554,0,2250,112,0,35,0,0,7,0,-25,175,2554
2020/11/13,4:00,2597,0,2277,124,0,35,0,0,7,0,0,154,2597
2020/11/13,5:00,2731,0,2428,122,0,35,0,0,7,0,0,139,2731
2020/11/13,6:00,2997,0,2688,129,0,35,10,0,7,0,0,128,2997
